Target_genes	FOXO1|Average	SRX1012536|B-Lymphocytes	SRX1012537|B-Lymphocytes	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX3230384|Hep_G2	SRX359830|LoVo	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	STRING
STK24	78.5	0	0	0	0	0	0	0	0	0	785	0
STK25	12.3	0	0	0	0	0	123	0	0	0	0	0
STK26	9.1	0	0	0	0	0	0	0	0	0	91	0
STK3	10.1	0	0	0	0	0	0	0	0	0	101	0
STK32B	14.4	0	0	0	0	0	0	0	0	0	144	0
STK32C	191.8	0	0	0	0	0	194	0	0	0	1724	0
STK33	20	0	0	0	0	0	0	0	0	0	200	0
STK35	45	193	0	0	0	0	145	112	0	0	0	0
STK36	34.3	0	0	0	0	0	98	154	0	0	91	0
STK38	9.2	0	0	0	0	0	0	0	0	0	92	0
STK38L	52.6	0	0	0	0	0	224	0	0	0	302	0
STK39	60.8	0	0	0	0	0	0	0	0	0	608	0
STK4	83	0	0	0	0	0	0	0	0	0	830	0
STK40	239.3	0	0	0	0	0	148	0	0	0	2245	0
STMN1	66.2	0	0	0	0	0	0	0	0	0	662	0
STMN3	84.2	0	0	0	0	0	0	0	0	0	842	0
STOM	153.7	0	0	0	0	0	0	0	0	0	1537	0
STOML1	36.2	0	0	0	0	0	0	152	0	0	210	0
STOML2	97.6	0	0	0	0	0	170	629	0	0	177	0
STON1	31.7	0	0	0	0	0	194	0	0	0	123	0
STON1-GTF2A1L	12.3	0	0	0	0	0	0	0	0	0	123	0
STON2	35.8	0	0	0	0	0	0	0	0	0	358	0
STOX1	44.3	0	0	0	0	0	0	0	0	0	443	0
STRADA	126.9	0	0	0	0	0	0	0	0	0	1269	0
STRADB	38.7	0	0	0	0	0	93	0	0	0	294	0
STRAP	9.3	0	0	0	0	0	0	0	0	0	93	0
STRBP	124.4	0	0	0	0	0	0	0	0	0	1244	0
STRIP1	24.9	0	0	0	0	0	249	0	0	0	0	0
STRIP2	17.3	0	0	0	0	0	0	0	0	0	173	0
STRN	20.7	0	0	0	0	0	0	0	0	0	207	0
STRN3	17.5	0	0	0	0	0	0	0	0	0	175	0
STS	59.1	0	0	0	0	0	0	0	0	0	591	0
STT3B	121	0	0	0	0	0	0	0	0	0	1210	0
STUB1	25.1	0	0	0	0	0	0	0	0	0	251	0
STX10	123.6	0	0	0	0	0	129	655	0	0	452	0
STX11	43.5	0	0	0	0	0	0	0	0	0	435	0
STX12	14.5	0	0	0	0	0	145	0	0	0	0	0
STX16	57.7	0	0	0	0	0	225	108	0	0	244	0
STX17	12.2	0	0	0	0	0	0	0	0	0	122	0
STX18	39.8	0	0	0	0	0	0	0	0	0	398	0
STX1B	31.2	0	0	0	0	0	0	0	0	0	312	0
STX2	66.3	0	0	0	0	0	0	0	0	0	663	0
STX4	66.5	0	0	0	0	0	474	0	0	0	191	0
STX6	35.1	0	0	0	0	0	137	0	0	0	214	0
STX7	156.8	309	0	0	0	0	286	0	0	0	973	0
STXBP1	14.5	0	0	0	0	0	0	0	0	0	145	0
STXBP3	40.1	0	0	0	0	0	0	0	0	0	401	0
STXBP5	156.6	0	0	0	0	0	0	0	0	0	1566	0
STXBP5L	12.7	0	0	0	0	0	0	0	0	0	127	0
STXBP6	63	0	0	0	0	0	0	0	0	0	630	0
STYK1	89.2	0	0	0	0	0	0	0	0	0	892	0
STYX	27	0	0	0	0	0	0	0	0	0	270	0
STYXL1	54	0	0	0	0	0	0	0	0	0	540	0
SUB1	61.7	0	0	0	0	0	0	0	0	0	617	0
SUCLG1	43.9	0	0	0	0	0	0	0	0	0	439	0
SUCLG2	21	0	0	0	0	0	0	0	0	0	210	0
SUCO	117.5	0	0	0	0	0	0	0	0	0	1175	0
SUDS3	9.7	0	0	0	0	0	97	0	0	0	0	0
SUGCT	20	0	0	0	0	0	0	0	0	0	200	0
SUGP1	23.7	0	0	0	0	0	106	0	0	0	131	0
SUGP2	55.3	0	0	0	0	0	0	0	0	0	553	0
SUGT1	87.7	0	0	0	0	0	138	633	0	0	106	0
SULT1A1	29.3	0	0	0	0	0	0	0	0	0	293	0
SULT1A2	14.1	0	0	0	0	0	0	0	0	0	141	0
SULT1A3	29.7	0	0	0	0	0	114	183	0	0	0	0
SULT1A4	29.7	0	0	0	0	0	114	183	0	0	0	0
SULT1C4	9.8	0	0	0	0	0	98	0	0	0	0	0
SULT1E1	17.4	0	0	0	0	0	0	174	0	0	0	0
SULT2A1	20.6	0	0	0	0	0	0	206	0	0	0	0
SULT6B1	14	0	0	0	0	0	0	0	0	0	140	0
SUMF1	26.4	0	0	0	0	0	139	0	0	0	125	0
SUMF2	20	0	0	0	0	0	0	0	0	0	200	0
SUMO3	18.5	0	0	0	0	0	0	0	0	0	185	0
SUN1	37.4	0	0	0	0	0	374	0	0	0	0	0
SUN2	17.8	0	0	0	0	0	0	0	0	0	178	0
SUPT16H	12.9	0	0	0	0	0	0	0	0	0	129	0
SUPT3H	114.4	0	0	0	0	0	0	0	0	0	1144	0
SUPT4H1	138.4	0	0	0	0	0	131	0	0	0	1253	0
SUPT7L	20.1	0	0	0	0	0	72	129	0	0	0	0
SUPV3L1	14.6	0	0	0	0	0	146	0	0	0	0	0
SURF1	121.8	0	0	0	0	0	0	0	0	0	1218	0
SURF2	121.8	0	0	0	0	0	0	0	0	0	1218	0
SURF4	127.6	0	0	0	0	0	0	0	0	0	1276	0
SURF6	46	0	0	0	0	0	139	0	0	0	321	0
SUSD1	76.2	0	0	0	0	0	0	0	0	0	762	0
SUSD3	36.9	0	0	0	0	0	0	0	0	0	369	0
SUSD6	139.3	0	0	0	0	0	0	0	0	0	1393	0
SUV39H2	28	0	0	0	0	0	0	0	0	0	280	0
SUZ12	22	0	0	0	0	0	0	0	0	0	220	0
SVBP	45.1	0	0	0	0	0	0	0	0	0	451	0
SVEP1	10.5	0	0	0	0	0	105	0	0	0	0	0
SVIL	46.4	0	0	0	0	0	0	0	0	0	464	0
SVIP	234.4	0	0	0	0	0	0	0	0	0	2344	0
SVOP	41.5	0	0	0	0	0	101	0	0	0	314	0
SWAP70	128.8	0	0	0	0	0	359	0	0	0	929	0
SWT1	23.5	0	0	0	0	0	0	0	0	0	235	0
SYBU	11.8	0	0	0	0	0	0	0	0	0	118	0
SYCE3	14.6	0	0	0	0	0	0	0	0	0	146	0
SYCP2L	11.6	0	0	0	0	0	0	0	0	0	116	0
SYDE2	52.7	0	0	0	0	0	0	0	0	0	527	0
SYF2	12.9	0	0	0	0	0	129	0	0	0	0	0
SYK	72.6	190	0	0	0	0	0	0	0	0	536	0
SYMPK	13.5	0	0	0	0	0	0	0	0	0	135	0
SYN1	42.6	0	0	0	0	0	0	0	0	0	426	0
SYNC	43.8	0	0	0	0	0	88	0	0	0	350	0
SYNCRIP	43.5	0	0	0	0	0	0	0	0	0	435	0
SYNDIG1	13.6	0	0	0	0	0	0	0	0	0	136	0
SYNDIG1L	62.4	0	0	0	0	0	0	0	0	0	624	0
SYNE1	83.2	326	0	0	0	0	506	0	0	0	0	0
SYNGR2	15.7	0	0	0	0	0	0	0	0	0	157	0
SYNJ1	226.6	0	0	0	0	0	0	0	0	0	2266	0
SYNJ2	91	0	0	0	0	0	145	0	0	0	765	0
SYNM	156.6	0	0	0	0	0	0	0	0	0	1566	0
SYNPO2	10.8	0	0	0	0	0	108	0	0	0	0	0
SYNRG	225.4	0	0	0	0	0	0	0	0	0	2254	0
SYPL1	123.4	0	0	0	0	0	0	0	0	0	1234	0
SYS1	90.3	0	0	0	0	0	130	773	0	0	0	0
SYT15	18.9	0	0	0	0	0	0	0	0	0	189	0
SYT3	15.2	0	0	0	0	0	0	0	0	0	152	0
SYT5	72.1	0	0	0	0	0	0	0	0	0	721	0
SYT6	8.1	0	0	0	0	0	0	0	0	0	81	0
SYT7	93.5	0	0	0	0	0	121	0	0	0	814	0
SYTL2	16.3	0	0	0	0	0	0	0	0	0	163	0
SYTL3	27	0	0	0	0	0	0	0	0	0	270	0
SYVN1	91.4	0	0	0	0	0	73	0	0	0	841	0
TAB1	95.4	0	0	0	0	0	152	680	0	0	122	0
TAB2	138.7	0	0	0	0	0	0	0	0	0	1387	0
TACC1	226.7	477	131	0	0	0	0	0	0	0	1659	0
TACC2	28.4	0	0	0	0	0	97	0	0	0	187	0
TACC3	32.1	0	0	0	0	0	0	0	0	0	321	0
TACO1	13.4	0	0	0	0	0	0	134	0	0	0	0
TADA1	134	0	0	0	0	0	183	0	0	0	1157	0
TADA2A	115.4	0	0	0	0	0	0	0	0	0	1154	0
TADA2B	126	0	0	0	0	0	0	0	0	0	1260	0
TADA3	26.3	0	0	0	0	0	0	0	0	0	263	0
TAF10	49.5	0	0	0	0	0	0	0	0	0	495	0
TAF13	50	0	0	0	0	0	97	0	0	0	403	0
TAF15	29.2	0	0	0	0	0	0	0	0	0	292	0
TAF1A	9	0	0	0	0	0	90	0	0	0	0	0
TAF1B	125.2	0	0	0	0	0	0	0	0	0	1252	0
TAF1C	11	0	0	0	0	0	110	0	0	0	0	0
TAF1D	14.5	0	0	0	0	0	0	0	0	0	145	0
TAF4	18.5	0	0	0	0	0	0	0	0	0	185	0
TAF5	21.3	0	0	0	0	0	0	0	0	0	213	0
TAF5L	63.1	0	0	0	0	0	0	0	0	0	631	0
TAF7	6.7	0	0	0	0	0	67	0	0	0	0	0
TAF9	16.7	0	0	0	0	0	0	0	0	0	167	0
TAGAP	10.6	106	0	0	0	0	0	0	0	0	0	0
TAGLN2	152.2	157	0	0	0	0	115	0	0	0	1250	0
TAL1	44.1	0	0	0	0	0	0	0	0	0	441	0
TAL2	42.6	311	115	0	0	0	0	0	0	0	0	0
TALDO1	41.8	0	0	0	0	0	0	0	0	0	418	0
TANC1	19.8	0	0	0	0	0	0	0	0	0	198	0
TANGO2	59.5	0	0	0	0	0	0	0	0	0	595	0
TANK	75.9	0	0	0	0	0	310	349	0	0	100	0
TAOK1	43.5	0	0	0	0	0	0	0	0	0	435	0
TAOK2	14.7	0	0	0	0	0	0	0	0	0	147	0
TAOK3	17.3	0	0	0	0	0	0	0	0	0	173	0
TAP1	22.4	0	0	0	0	0	0	0	0	0	224	0
TAP2	13.7	0	0	0	0	0	0	0	0	0	137	0
TAPBP	9.9	0	0	0	0	0	0	0	0	0	99	0
TAPT1	37.3	0	0	0	0	0	0	0	0	0	373	0
TARBP1	45.3	0	0	0	0	0	0	0	0	0	453	0
TARBP2	8.8	0	0	0	0	0	0	0	0	0	88	0
TARS1	25.8	0	0	0	0	0	108	0	0	0	150	0
TARS2	49.5	0	0	0	0	0	121	128	0	0	246	0
TARS3	136.1	0	0	0	0	0	0	0	0	0	1361	0
TAS1R1	16.6	0	0	0	0	0	0	166	0	0	0	0
TASOR	34.2	0	0	0	0	0	0	0	0	0	342	0
TASOR2	10.8	0	0	0	0	0	0	0	0	0	108	0
TATDN1	47	0	0	0	0	0	0	0	0	0	470	0
TATDN2	129.8	0	0	0	0	0	0	0	0	0	1298	0
TATDN3	22.4	0	0	0	0	0	0	85	0	0	139	0
TAX1BP1	57.3	0	0	0	0	0	0	0	0	0	573	0
TBATA	117.7	0	0	0	0	0	0	0	0	0	1177	0
TBC1D1	16.7	0	0	0	0	0	0	0	0	0	167	0
TBC1D10A	10.6	0	0	0	0	0	0	0	0	0	106	0
TBC1D10B	10	0	0	0	0	0	0	0	0	0	100	0
TBC1D10C	11	0	0	0	0	0	0	0	0	0	110	0
TBC1D12	66.6	0	0	0	0	0	0	541	0	0	125	0
TBC1D14	38.4	0	0	0	0	0	0	0	0	0	384	0
TBC1D15	39.2	0	0	0	0	0	392	0	0	0	0	0
TBC1D16	24	0	0	0	0	0	0	0	0	0	240	0
TBC1D17	128.4	305	172	148	79	0	356	224	0	0	0	0
TBC1D19	32.7	0	0	0	0	0	191	0	0	0	136	0
TBC1D2	65.8	0	0	0	0	0	0	0	0	0	658	0
TBC1D22A	33.4	176	0	0	0	0	0	0	0	0	158	0
TBC1D22B	45.7	0	0	0	0	0	0	0	0	0	457	0
TBC1D23	31.2	131	0	0	0	0	181	0	0	0	0	0
TBC1D24	33.4	0	0	0	0	0	0	0	0	0	334	0
TBC1D25	13.6	0	0	0	0	0	136	0	0	0	0	0
TBC1D2B	29	0	0	0	0	0	0	0	0	0	290	0
TBC1D30	13.8	0	0	0	0	0	0	0	0	0	138	0
TBC1D31	51	0	0	0	0	0	102	0	0	0	408	0
TBC1D32	21.9	0	0	0	0	0	110	0	0	0	109	0
TBC1D4	41.6	0	0	0	0	0	0	0	0	0	416	0
TBC1D5	53.1	0	0	0	0	0	0	0	0	0	531	0
TBC1D7	8.6	0	0	0	0	0	0	0	0	0	86	0
TBC1D7-LOC100130357	8.6	0	0	0	0	0	0	0	0	0	86	0
TBC1D8	25.3	0	0	0	0	0	0	0	0	0	253	0
TBC1D9B	77.8	0	0	0	0	0	0	0	0	0	778	0
TBCA	17.5	0	0	0	0	0	0	0	0	0	175	0
TBCB	53.1	0	0	0	0	0	0	0	0	0	531	0
TBCC	81.6	0	0	0	0	0	0	0	0	0	816	0
TBCCD1	142.4	0	0	0	0	0	157	997	0	0	270	0
TBCD	15.4	0	0	0	0	0	0	0	0	0	154	0
TBCEL	59.3	0	0	0	0	0	84	0	0	0	509	0
TBK1	29.5	0	0	0	0	0	0	0	0	0	295	0
TBKBP1	22.7	0	0	0	0	0	0	0	0	0	227	0
TBL1X	107.5	194	0	0	0	0	394	234	0	0	253	0
TBL1XR1	19.4	0	0	0	0	0	0	0	0	0	194	0
TBL2	91.2	0	0	0	0	0	0	0	0	0	912	0
TBL3	137.9	0	0	0	0	0	127	117	0	0	1135	0
TBP	103.7	0	0	0	0	0	89	948	0	0	0	0
TBPL1	276.5	0	0	0	0	0	374	2246	0	0	145	0
TBRG1	22.1	0	0	0	0	0	0	0	0	0	221	0
TBRG4	10.8	0	0	0	0	0	0	0	0	0	108	0
TBX2	12	0	0	0	0	0	120	0	0	0	0	0
TBX21	9.2	0	0	0	0	0	0	0	0	0	92	0
TBXA2R	24.2	0	0	0	0	0	0	0	0	0	242	0
TCAF1	49.5	0	0	0	0	0	0	0	0	0	495	0
TCAF2	14	0	0	0	0	0	0	0	0	0	140	0
TCAIM	20.1	0	0	0	0	0	0	0	0	0	201	0
TCEA1	17.7	0	0	0	0	0	0	0	0	0	177	0
TCEA2	42.9	0	0	0	0	0	0	0	0	0	429	0
TCEAL3	8.4	0	0	0	0	0	0	0	0	0	84	0
TCEANC	49.5	0	0	0	0	0	273	0	0	0	222	0
TCERG1	9.9	0	0	0	0	0	99	0	0	0	0	0
TCF12	68.6	0	0	0	0	0	199	0	0	0	487	0
TCF15	12	0	0	0	0	0	0	0	0	0	120	0
TCF19	13.5	0	0	0	0	0	135	0	0	0	0	0
TCF24	44	0	0	0	0	0	0	0	0	0	440	0
TCF25	25.6	0	0	0	0	0	0	0	0	0	256	0
TCF3	69.2	0	0	0	0	0	0	0	0	0	692	0
TCF4	89.2	131	0	0	0	0	537	0	0	0	224	0
TCF7L2	129.6	0	0	0	0	0	0	0	0	0	1296	0
TCFL5	64.1	0	0	0	0	0	128	0	0	0	513	0
TCHP	43.8	96	0	0	0	0	227	115	0	0	0	0
TCIRG1	13.2	0	0	0	0	0	0	132	0	0	0	0
TCN2	53.7	0	0	0	0	0	0	0	0	0	537	0
TCOF1	22.7	0	0	0	0	0	0	0	0	0	227	0
TCP1	63.2	0	0	0	0	0	109	0	0	0	523	0
TCP11	41.3	0	0	0	0	0	0	0	0	0	413	0
TCP11L1	46	0	0	0	0	0	0	0	0	0	460	0
TCP11L2	21.3	0	64	0	0	0	149	0	0	0	0	0
TCTA	18.8	0	0	0	0	0	0	0	0	0	188	0
TCTE1	5.9	0	0	0	0	0	0	0	0	0	59	0
TCTE3	61.3	0	0	0	0	0	0	0	0	0	613	0
TCTEX1D1	13.4	0	0	0	0	0	0	0	0	0	134	0
TCTEX1D2	155.9	0	0	0	0	0	0	0	0	0	1559	0
TCTEX1D4	53.9	0	0	0	0	0	199	118	0	0	222	0
TCTN3	14.7	0	0	0	0	0	147	0	0	0	0	0
TDG	134	0	0	0	0	0	0	463	0	0	877	0
TDP1	96.1	219	100	0	0	0	217	0	0	0	425	0
TDP2	27.1	0	0	0	0	0	0	0	0	0	271	0
TDRD15	10.9	0	0	0	0	0	0	0	0	0	109	0
TDRD3	59.9	0	0	0	0	0	0	0	0	0	599	0
TDRD7	38.4	0	0	0	0	0	0	0	0	0	384	0
TDRKH	146.1	0	0	0	0	0	139	0	0	0	1322	0
TDRP	10.3	0	0	0	0	0	103	0	0	0	0	0
TEAD3	17.7	0	0	0	0	0	0	0	0	0	177	0
TEAD4	11.1	0	0	0	0	0	0	0	0	0	111	0
TEC	23.6	0	0	0	0	0	0	0	0	0	236	0
TECPR1	19	0	0	0	0	0	0	0	0	0	190	0
TECPR2	67.5	0	0	0	0	0	194	264	0	0	217	0
TEDC1	56.5	0	0	0	0	0	77	106	0	0	382	0
TEF	40.8	0	0	0	0	0	213	0	0	0	195	0
TEFM	39.4	0	0	0	0	0	172	0	0	0	222	0
TEKT1	10.5	0	0	0	0	0	0	0	0	0	105	0
TEKT4	84.3	0	0	0	0	0	0	0	0	0	843	0
TENT4A	71.1	0	0	0	0	0	0	0	0	0	711	0
TENT4B	37.2	0	0	0	0	0	0	0	0	0	372	0
TEP1	8.6	0	0	0	0	0	0	0	0	0	86	0
TEPSIN	9.9	0	0	0	0	0	99	0	0	0	0	0
TERF1	35.8	0	0	0	0	0	0	0	0	0	358	0
TERF2	27.8	0	0	0	0	0	130	0	0	0	148	0
TES	36.1	0	0	0	0	0	152	0	0	0	209	0
TESC	50.3	0	0	0	0	0	0	0	0	0	503	0
TESK1	8.5	0	0	0	0	0	0	0	0	0	85	0
TESK2	24	93	0	0	0	0	0	0	0	0	147	0
TESMIN	45	0	0	0	0	0	0	0	0	0	450	0
TESPA1	17.2	172	0	0	0	0	0	0	0	0	0	0
TET2	8.8	0	0	0	0	0	0	0	0	0	88	0
TET3	35.7	0	0	0	0	0	0	0	0	0	357	0
TEX10	18	0	0	0	0	0	0	0	0	0	180	0
TEX14	14.9	0	0	0	0	0	0	0	0	0	149	0
TEX2	86.2	0	0	0	0	0	352	0	0	0	510	0
TEX22	42.1	0	0	0	0	0	0	0	0	0	421	0
TEX261	15.1	0	0	0	0	0	0	0	0	0	151	0
TEX264	50.6	0	0	0	0	0	0	0	0	0	506	0
TEX30	59.2	0	0	0	0	0	0	0	0	0	592	0
TEX33	13.8	0	0	0	0	0	0	0	0	0	138	0
TF	28	0	0	0	0	0	0	149	0	0	131	0
TFAM	131.9	0	0	0	0	0	107	0	0	0	1212	0
TFAP2A	19.7	0	0	0	0	0	0	0	0	0	197	0
TFAP4	50.9	0	0	0	0	0	182	0	0	83	244	0
TFB1M	18.4	0	0	0	0	0	0	0	0	0	184	0
TFB2M	206.1	0	0	0	0	0	140	1639	0	0	282	0
TFDP1	16.1	0	0	0	0	0	0	0	0	0	161	0
TFDP2	43.4	0	0	0	0	0	128	0	0	0	306	0
TFEB	53.4	0	0	0	0	0	0	398	0	0	136	0
TFG	49	0	0	0	0	0	0	0	0	0	490	0
TFPT	22.3	0	0	0	0	0	114	109	0	0	0	0
TFRC	40.9	0	0	0	0	0	0	0	0	0	409	0
TGDS	40.2	0	0	0	0	0	0	0	0	0	402	0
TGFB1	125.4	0	0	0	0	0	0	0	0	0	1254	0
TGFB1I1	10.4	0	0	0	0	0	0	0	0	0	104	0
TGFBR1	56.8	0	0	0	0	0	0	0	0	0	568	0
TGFBR2	64.4	0	0	0	0	0	189	231	0	0	224	0
TGFBR3	24.5	0	0	0	0	0	0	0	0	0	245	0
TGFBRAP1	50.1	0	0	0	0	0	0	0	0	0	501	0
TGIF1	64.9	181	0	0	0	0	289	0	0	0	179	0
TGIF2	28	0	0	0	0	0	0	0	0	0	280	0
TGIF2-RAB5IF	15.3	0	0	0	0	0	0	0	0	0	153	0
TGOLN2	40.1	0	0	0	0	0	0	0	0	0	401	0
TGS1	28.7	0	0	0	0	0	0	0	0	0	287	0
THAP1	55.6	0	0	0	0	0	0	0	0	0	556	0
THAP10	13.8	0	0	0	0	0	138	0	0	0	0	0
THAP12	53	0	0	0	0	0	0	0	0	0	530	0
THAP3	36	0	0	0	0	0	0	0	0	0	360	0
THAP4	98.8	0	0	0	0	0	0	0	0	0	988	0
THAP5	21.1	0	0	0	0	0	115	0	0	0	96	0
THAP7	24.6	0	0	0	0	0	0	246	0	0	0	0
THAP8	25	0	0	0	0	0	0	0	0	0	250	0
THAP9	57.5	0	0	0	0	0	177	0	0	0	398	0
THBD	28.2	0	0	0	0	0	0	0	0	0	282	0
THBS1	28.7	0	0	0	0	0	188	0	0	0	99	0
THBS3	28	0	0	0	0	0	0	0	0	0	280	0
THEM4	39.4	0	0	0	0	0	0	0	0	0	394	0
THEM6	39.3	0	0	0	0	0	0	0	0	0	393	0
THG1L	42.7	0	0	0	0	0	0	427	0	0	0	0
THOC1	157.6	0	0	0	0	0	119	665	0	0	792	0
THOC3	21.7	0	0	0	0	0	125	0	0	0	92	0
THOC5	93.6	0	0	0	0	0	170	766	0	0	0	0
THOC7	85.9	0	0	0	0	0	0	0	0	0	859	0
THOP1	58.5	0	0	0	0	0	0	0	0	0	585	0
THRAP3	54.2	0	0	0	0	0	123	0	0	0	419	0
THRB	127.9	0	0	0	0	0	0	0	0	0	1279	0
THSD1	60.2	0	0	0	0	0	0	0	0	0	602	0
THUMPD1	13.3	0	0	0	0	0	133	0	0	0	0	0
THUMPD3	159.1	0	0	0	0	0	0	0	0	0	1591	0
TIA1	65.4	0	0	0	0	0	154	202	0	0	298	0
TIAL1	49.6	0	0	0	0	0	0	0	0	0	496	0
TIAM1	15.7	0	0	0	0	0	0	0	0	0	157	0
TICAM1	45.2	0	0	0	0	0	0	0	0	0	452	0
TICAM2	90.5	0	0	0	0	0	0	0	0	0	905	0
TIE1	45.8	0	0	0	0	0	0	0	0	0	458	0
TIFA	29.6	0	0	0	0	0	0	0	0	0	296	0
TIGAR	144.9	0	0	0	0	0	0	0	0	0	1449	0
TIGD1	51.4	0	0	0	0	0	144	100	0	0	270	0
TIGD2	33.2	0	0	0	0	0	178	154	0	0	0	0
TIGD3	39.9	0	0	0	0	0	0	0	0	0	399	0
TIGD4	56	0	0	0	0	0	158	266	0	0	136	0
TIGD5	30.7	0	0	0	0	0	0	0	0	0	307	0
TIGD6	25.6	0	0	0	0	0	0	0	0	0	256	0
TIGD7	154.1	0	0	0	0	0	0	0	0	0	1541	0
TIMELESS	16.7	0	0	0	0	0	0	0	0	0	167	0
TIMM10	279.7	0	0	0	0	0	301	2496	0	0	0	0
TIMM10B	11.3	0	0	0	0	0	113	0	0	0	0	0
TIMM13	30.3	0	0	0	0	0	126	177	0	0	0	0
TIMM17A	162.8	0	0	0	0	0	0	0	0	0	1628	0
TIMM21	50.4	0	0	0	0	0	0	0	0	0	504	0
TIMM22	34.8	0	0	0	0	0	0	0	0	0	348	0
TIMM23	21.9	0	0	0	0	0	79	0	0	0	140	0
TIMM23B	11.5	0	0	0	0	0	0	0	0	0	115	0
TIMM29	9.7	0	0	0	0	0	0	97	0	0	0	0
TIMM44	51.7	0	0	0	0	0	157	0	0	0	360	0
TIMM9	76.6	251	98	0	0	0	201	0	0	0	216	0
TIMP1	77.5	0	0	0	0	0	0	0	0	0	775	0
TIMP2	13.7	0	0	0	0	0	0	0	0	0	137	0
TINF2	103.5	0	0	0	0	0	0	71	0	0	964	0
TIPARP	46.2	129	0	0	0	0	0	0	0	0	333	0
TIPRL	18.9	0	0	0	0	0	86	0	0	0	103	0
TIRAP	21.7	0	0	0	0	0	0	0	0	0	217	0
TJAP1	23.1	0	0	0	0	0	0	0	0	0	231	0
TJP1	45.9	0	0	0	0	0	0	135	0	0	324	0
TJP2	20.7	0	0	0	0	0	0	0	0	0	207	0
TJP3	11.9	0	0	0	0	0	0	0	0	0	119	0
TK1	35.9	0	0	0	0	0	0	277	0	0	82	0
TK2	47.2	90	0	0	0	0	0	0	0	0	382	0
TKFC	194.3	0	0	0	0	0	0	750	0	0	1193	0
TKT	87.4	0	0	0	0	0	0	0	0	0	874	0
TLCD1	23.9	0	0	0	0	0	0	0	0	0	239	0
TLCD2	22	0	0	0	0	0	0	0	0	0	220	0
TLCD3A	23.3	0	0	0	0	0	0	0	0	0	233	0
TLCD3B	26.3	0	0	0	0	0	0	0	0	0	263	0
TLCD4	71.5	0	0	0	0	0	0	0	0	0	715	0
TLCD4-RWDD3	71.5	0	0	0	0	0	0	0	0	0	715	0
TLE1	21.2	0	0	0	0	0	0	0	0	0	212	0
TLE2	34.3	0	0	0	0	0	343	0	0	0	0	0
TLE3	12.6	0	0	0	0	0	0	0	0	0	126	0
TLE4	85.2	129	0	0	0	0	165	0	0	0	558	0
TLE5	14	0	0	0	0	0	0	0	0	0	140	0
TLK1	158.1	0	0	0	0	0	0	0	0	0	1581	0
TLK2	10.5	0	0	0	0	0	0	0	0	0	105	0
TLL2	90.5	0	0	0	0	0	0	0	0	0	905	0
TLN1	222.2	0	0	0	0	0	239	1728	0	0	255	0
TLNRD1	115.4	0	0	0	0	0	0	0	0	0	1154	0
TLR1	14.2	142	0	0	0	0	0	0	0	0	0	0
TLR4	14.6	146	0	0	0	0	0	0	0	0	0	0
TLR6	9.1	91	0	0	0	0	0	0	0	0	0	0
TLR9	12.2	0	0	0	0	0	0	0	0	0	122	0
TM2D1	11.7	0	0	0	0	0	0	117	0	0	0	0
TM2D2	17.5	0	0	0	0	0	0	0	0	0	175	0
TM2D3	33.8	0	0	0	0	0	86	0	0	0	252	0
TM4SF1	8	0	0	0	0	0	0	80	0	0	0	0
TM4SF5	67.4	0	0	0	0	0	0	298	0	0	376	0
TM6SF1	51	0	0	0	0	0	0	0	0	0	510	0
TM7SF3	68.2	0	0	0	0	0	0	0	0	0	682	0
TM9SF1	64.2	0	0	0	0	0	0	67	0	0	575	0
TM9SF2	24.6	0	0	0	0	0	0	0	0	0	246	0
TM9SF3	46.5	0	0	0	0	0	0	0	0	0	465	0
TM9SF4	18.9	0	0	0	0	0	105	84	0	0	0	0
TMA16	32.8	0	0	0	0	0	177	0	0	0	151	0
TMA7	16.2	0	0	0	0	0	0	0	0	0	162	0
TMBIM1	42.8	0	0	0	0	0	108	103	0	0	217	0
TMBIM4	159.8	0	0	0	0	0	155	0	0	0	1443	0
TMBIM6	27.5	0	0	0	0	0	125	0	0	0	150	0
TMC6	49.4	0	0	0	0	0	0	0	0	0	494	0
TMC8	32.7	0	0	0	0	0	0	0	0	0	327	0
TMCC1	162.3	0	0	0	0	0	199	0	0	0	1424	0
TMCC2	59.8	0	0	0	0	0	0	0	0	0	598	0
TMCC3	51.4	0	0	0	0	0	0	0	0	0	514	0
TMCO1	44.4	0	0	0	0	0	165	0	0	0	279	0
TMCO3	40.2	0	0	0	0	0	0	0	0	0	402	0
TMCO5A	12	0	0	0	0	0	120	0	0	0	0	0
TMCO6	83.5	0	0	0	0	0	0	0	0	0	835	0
TMED1	25.2	0	0	0	0	0	109	0	0	0	143	0
TMED10	63.4	0	0	0	0	0	0	0	0	0	634	0
TMED2	112.6	0	0	0	0	0	154	0	0	0	972	0
TMED4	18.9	0	0	0	0	0	0	0	0	0	189	0
TMED5	66.2	0	0	0	0	0	110	0	0	0	552	0
TMED6	12.3	0	0	0	0	0	0	123	0	0	0	0
TMED7	22.3	0	0	0	0	0	0	0	0	0	223	0
TMED7-TICAM2	22.3	0	0	0	0	0	0	0	0	0	223	0
TMED8	11.6	0	0	0	0	0	0	0	0	0	116	0
